Product type,SKU,Supplier name,Location,Customer demographics,Customer segment,Transportation modes,Routes,Price,Availability,Number of products sold,Revenue generated,Manufacturing costs,Costs,Profit margin,Order quantities,Lead time,Order date,Shipping date,Delivery date,Shipping times,Defect rates,Inspection results,Manufacturing lead time,Production volumes,Stock levels,Transportation costs
Haircare,SKU0059,Supplier E,Kolkata,Non-binary,B2C,Sea,Route C,51.86,15,7,363.02,29.51,206.57,43.1,476,12,2023-12-14,2023-12-16,2023-12-28,12,0.0298,Pass,19,1411,15,219.81
Cosmetics,SKU0067,Supplier B,Pune,Female,B2C,Rail,Route A,40.3,471,282,11364.6,13.33,3759.06,66.92,486,20,2023-09-11,2023-09-12,2023-10-02,20,0.0731,Pass,5,2103,471,59.52
Beauty,SKU0011,Supplier D,Pune,Female,B2C,Air,Route B,117.5,480,54,6345.0,78.35,4230.9,33.32,480,1,2023-04-05,2023-04-06,2023-04-07,1,0.0945,Fail,16,3353,480,73.53
Healthcare,SKU0076,Supplier C,Pune,Unknown,D2C,Rail,Route B,31.62,254,121,3826.02,13.05,1579.05,58.73,273,24,2024-06-15,2024-06-19,2024-07-13,24,0.0189,Pass,10,3591,254,130.33
Skincare,SKU0019,Supplier D,Bangalore,Unknown,B2B,Road,Route C,16.88,495,23,388.24,10.03,230.69,40.58,236,13,2024-06-01,2024-06-03,2024-06-16,13,0.0583,Fail,16,3208,495,465.48
Beauty,SKU0005,Supplier D,Ahmedabad,Male,D2C,Rail,Route A,106.85,226,63,6731.55,60.78,3829.14,43.12,463,8,2023-06-10,2023-06-15,2023-06-23,8,0.0265,Pass,5,2082,226,101.14
Healthcare,SKU0006,Supplier C,Chennai,Non-binary,B2C,Sea,Route B,126.39,432,99,12512.61,67.65,6697.35,46.48,476,23,2024-06-19,2024-06-21,2024-07-14,23,0.0115,Pass,17,4736,432,219.19
Haircare,SKU0019,Supplier D,Kolkata,Male,B2C,Sea,Route A,83.25,409,129,10739.25,38.64,4984.56,53.59,355,20,2023-05-26,2023-05-31,2023-06-20,20,0.0102,Fail,13,3071,409,100.41
Beauty,SKU0016,Supplier D,Kolkata,Unknown,B2C,Sea,Route C,57.44,122,7,402.08,34.61,242.27,39.75,99,29,2023-12-24,2023-12-25,2024-01-23,29,0.0118,Pass,12,1004,122,62.36
Skincare,SKU0061,Supplier C,Pune,Unknown,D2C,Rail,Route A,142.2,190,107,15215.4,83.89,8976.23,41.01,489,12,2023-05-16,2023-05-18,2023-05-30,12,0.0173,Fail,9,120,190,134.31
Haircare,SKU0050,Supplier A,Pune,Male,D2C,Rail,Route C,113.12,14,2,226.24,40.94,81.88,63.81,355,16,2023-08-27,2023-08-31,2023-09-16,16,0.0836,Pass,7,1383,14,378.47
Haircare,SKU0091,Supplier A,Bangalore,Male,D2C,Road,Route A,13.94,455,8,111.52,4.49,35.92,67.79,491,25,2023-01-26,2023-01-31,2023-02-25,25,0.0987,Pass,10,342,455,186.18
Cosmetics,SKU0073,Supplier E,Kolkata,Male,B2B,Air,Route A,45.5,336,42,1911.0,13.83,580.86,69.6,445,2,2024-06-18,2024-06-20,2024-06-22,2,0.0886,Fail,15,1957,336,126.87
Haircare,SKU0091,Supplier B,Delhi,Unknown,D2C,Road,Route B,51.23,406,134,6864.82,20.31,2721.54,60.36,465,28,2024-03-30,2024-03-31,2024-04-28,28,0.039,Pass,8,2997,406,404.62
Healthcare,SKU0024,Supplier C,Pune,Unknown,B2C,Road,Route A,18.41,375,279,5136.39,12.43,3467.97,32.48,252,6,2024-02-29,2024-03-01,2024-03-07,6,0.0783,Pass,3,2421,375,337.4
Healthcare,SKU0037,Supplier E,Bangalore,Male,B2B,Sea,Route B,127.12,312,155,19703.6,58.6,9083.0,53.9,211,8,2023-05-28,2023-05-30,2023-06-07,8,0.0703,Pass,12,4870,312,284.77
Beauty,SKU0024,Supplier A,Hyderabad,Unknown,B2B,Sea,Route A,116.26,41,27,3139.02,53.58,1446.66,53.91,329,27,2023-01-28,2023-01-29,2023-02-25,27,0.0337,Pass,15,1092,41,356.8
Skincare,SKU0049,Supplier C,Chennai,Female,D2C,Air,Route B,121.46,285,102,12388.92,74.36,7584.72,38.78,56,15,2023-05-04,2023-05-05,2023-05-20,15,0.0015,Pass,9,2623,285,368.25
Cosmetics,SKU0015,Supplier E,Pune,Unknown,D2C,Rail,Route A,11.85,52,49,580.65,7.26,355.74,38.73,161,6,2023-10-03,2023-10-04,2023-10-10,6,0.0986,Pass,8,4863,52,276.43
Skincare,SKU0082,Supplier A,Pune,Male,B2B,Air,Route B,5.57,363,222,1236.54,3.55,788.1,36.27,289,15,2023-08-28,2023-08-29,2023-09-13,15,0.0379,Pass,10,934,363,209.37
Cosmetics,SKU0011,Supplier D,Ahmedabad,Non-binary,D2C,Air,Route A,61.65,406,188,11590.2,31.91,5999.08,48.24,107,7,2024-05-27,2024-05-29,2024-06-05,7,0.0095,Pass,11,2320,406,275.13
Cosmetics,SKU0006,Supplier D,Ahmedabad,Female,B2B,Road,Route B,120.63,371,77,9288.51,79.22,6099.94,34.33,384,12,2023-01-02,2023-01-06,2023-01-18,12,0.0557,Pass,10,1314,371,201.86
Haircare,SKU0088,Supplier E,Chennai,Non-binary,B2B,Air,Route C,61.35,146,27,1656.45,42.72,1153.44,30.37,289,21,2024-01-25,2024-01-28,2024-02-18,21,0.0673,Pass,5,204,146,104.22
Cosmetics,SKU0039,Supplier E,Mumbai,Female,D2C,Sea,Route B,72.0,431,257,18504.0,24.4,6270.8,66.11,473,12,2023-04-02,2023-04-06,2023-04-18,12,0.0981,Pass,4,4908,431,454.78
Beauty,SKU0088,Supplier E,Hyderabad,Non-binary,B2B,Sea,Route B,101.34,348,224,22700.16,56.86,12736.64,43.89,406,10,2023-12-17,2023-12-20,2023-12-30,10,0.0591,Fail,3,4818,348,329.87
Beauty,SKU0003,Supplier D,Hyderabad,Male,B2B,Air,Route B,128.17,126,103,13201.51,77.53,7985.59,39.51,284,13,2023-05-17,2023-05-18,2023-05-31,13,0.0563,Fail,10,1923,126,222.78
Cosmetics,SKU0069,Supplier D,Pune,Unknown,D2C,Road,Route B,130.82,381,263,34405.66,55.1,14491.3,57.88,136,25,2023-03-25,2023-03-26,2023-04-20,25,0.0085,Pass,9,3767,381,225.25
Skincare,SKU0050,Supplier E,Hyderabad,Unknown,B2C,Air,Route B,106.26,322,251,26671.26,47.68,11967.68,55.13,327,23,2023-07-01,2023-07-02,2023-07-25,23,0.0702,Pass,10,906,322,402.32
Healthcare,SKU0098,Supplier B,Kolkata,Male,D2C,Sea,Route C,75.36,48,45,3391.2,37.8,1701.0,49.84,397,6,2023-10-15,2023-10-18,2023-10-24,6,0.0566,Pass,17,2018,48,215.3
Beauty,SKU0047,Supplier B,Ahmedabad,Female,B2B,Air,Route C,57.46,174,109,6263.14,24.51,2671.59,57.34,338,20,2023-02-07,2023-02-10,2023-03-02,20,0.0728,Fail,15,504,174,470.04
Skincare,SKU0073,Supplier A,Chennai,Female,D2C,Air,Route A,50.61,196,9,455.49,25.5,229.5,49.61,114,6,2024-05-27,2024-05-31,2024-06-06,6,0.0618,Pass,17,1515,196,84.53
Cosmetics,SKU0017,Supplier B,Mumbai,Non-binary,B2B,Road,Route C,33.03,368,232,7662.96,21.42,4969.44,35.15,226,3,2023-09-23,2023-09-28,2023-10-01,3,0.0683,Pass,13,1569,368,66.9
Cosmetics,SKU0088,Supplier E,Chennai,Male,B2C,Rail,Route B,83.02,38,25,2075.5,30.49,762.25,63.27,105,14,2024-04-09,2024-04-10,2024-04-24,14,0.0745,Fail,14,2950,38,393.1
Haircare,SKU0064,Supplier A,Ahmedabad,Female,B2B,Sea,Route B,98.56,414,234,23063.04,32.45,7593.3,67.08,71,23,2024-01-06,2024-01-11,2024-02-03,23,0.0418,Pass,3,3741,414,236.36
Cosmetics,SKU0001,Supplier D,Hyderabad,Male,D2C,Road,Route C,107.91,102,11,1187.01,56.94,626.34,47.23,411,7,2024-02-06,2024-02-08,2024-02-15,7,0.0038,Pass,10,556,102,251.05
Beauty,SKU0032,Supplier D,Mumbai,Non-binary,B2B,Road,Route A,71.44,492,291,20789.04,28.3,8235.3,60.39,190,25,2023-07-21,2023-07-23,2023-08-17,25,0.0466,Pass,17,322,492,333.24
Skincare,SKU0076,Supplier D,Kolkata,Male,B2C,Air,Route B,78.01,32,19,1482.19,33.96,645.24,56.47,273,10,2023-12-09,2023-12-12,2023-12-22,10,0.0664,Pass,15,1114,32,460.49
Healthcare,SKU0010,Supplier C,Delhi,Male,B2B,Road,Route A,112.49,30,4,449.96,38.53,154.12,65.75,190,16,2024-03-25,2024-03-26,2024-04-11,16,0.0054,Fail,5,4170,30,288.52
Skincare,SKU0017,Supplier C,Mumbai,Non-binary,D2C,Rail,Route A,111.27,479,66,7343.82,70.46,4650.36,36.68,135,13,2023-03-05,2023-03-09,2023-03-22,13,0.0266,Pass,19,1175,479,89.66
Healthcare,SKU0038,Supplier A,Kolkata,Unknown,B2B,Road,Route B,113.77,493,297,33789.69,56.8,16869.6,50.07,289,12,2024-01-26,2024-01-30,2024-02-11,12,0.0278,Pass,12,2782,493,249.64
Skincare,SKU0080,Supplier D,Pune,Unknown,D2C,Sea,Route C,120.46,113,19,2288.74,78.95,1500.05,34.46,441,16,2023-04-14,2023-04-17,2023-05-03,16,0.006,Pass,11,1725,113,191.56
Beauty,SKU0002,Supplier A,Mumbai,Female,D2C,Sea,Route B,35.2,443,78,2745.6,23.03,1796.34,34.57,145,9,2023-03-11,2023-03-16,2023-03-25,9,0.0311,Pass,17,323,443,461.94
Skincare,SKU0024,Supplier D,Ahmedabad,Male,B2B,Sea,Route C,44.07,235,170,7491.9,17.84,3032.8,59.52,231,20,2023-09-06,2023-09-08,2023-09-28,20,0.0058,Pass,7,309,235,96.31
Skincare,SKU0040,Supplier E,Hyderabad,Non-binary,D2C,Sea,Route B,61.15,344,95,5809.25,36.32,3450.4,40.61,443,26,2023-05-30,2023-06-01,2023-06-27,26,0.0181,Fail,14,1624,344,446.74
Haircare,SKU0008,Supplier A,Bangalore,Unknown,B2C,Air,Route A,117.32,403,132,15486.24,41.12,5427.84,64.95,487,23,2023-09-01,2023-09-06,2023-09-29,23,0.0115,Pass,10,2935,403,170.99
Beauty,SKU0025,Supplier A,Hyderabad,Non-binary,D2C,Sea,Route B,9.71,38,36,349.56,5.33,191.88,45.11,210,18,2024-05-02,2024-05-06,2024-05-24,18,0.0999,Pass,14,2389,38,78.62
Haircare,SKU0059,Supplier B,Mumbai,Male,D2C,Air,Route C,149.54,112,61,9121.94,56.3,3434.3,62.35,238,23,2023-02-13,2023-02-17,2023-03-12,23,0.0907,Pass,8,1541,112,232.57
Beauty,SKU0031,Supplier D,Delhi,Female,B2C,Air,Route A,147.38,127,107,15769.66,72.91,7801.37,50.53,451,17,2024-05-07,2024-05-10,2024-05-27,17,0.0948,Fail,19,1826,127,433.39
Haircare,SKU0046,Supplier A,Mumbai,Female,B2C,Rail,Route A,100.4,393,266,26706.4,52.09,13855.94,48.12,224,6,2023-01-31,2023-02-05,2023-02-11,6,0.0796,Pass,7,3915,393,466.1
Cosmetics,SKU0004,Supplier C,Kolkata,Female,B2B,Sea,Route C,83.31,203,39,3249.09,36.98,1442.22,55.61,369,19,2023-07-23,2023-07-25,2023-08-13,19,0.063,Pass,8,4979,203,54.52
Beauty,SKU0023,Supplier C,Delhi,Non-binary,B2B,Road,Route C,76.24,401,179,13646.96,27.86,4986.94,63.46,418,16,2023-07-20,2023-07-21,2023-08-06,16,0.0837,Pass,12,977,401,321.71
Beauty,SKU0044,Supplier D,Mumbai,Female,B2C,Sea,Route C,39.54,48,35,1383.9,17.74,620.9,55.13,74,21,2023-08-04,2023-08-07,2023-08-28,21,0.0131,Fail,12,2752,48,115.35
Beauty,SKU0092,Supplier E,Pune,Female,B2B,Air,Route C,34.17,224,198,6765.66,10.74,2126.52,68.57,84,26,2023-03-08,2023-03-09,2023-04-04,26,0.0841,Pass,6,3391,224,413.43
Skincare,SKU0077,Supplier C,Hyderabad,Female,D2C,Sea,Route A,137.7,22,18,2478.6,52.69,948.42,61.74,402,10,2024-03-15,2024-03-17,2024-03-27,10,0.0923,Pass,9,4014,22,430.48
Haircare,SKU0081,Supplier B,Kolkata,Female,D2C,Road,Route B,78.73,127,61,4802.53,30.21,1842.81,61.63,362,13,2023-10-14,2023-10-16,2023-10-29,13,0.0747,Fail,9,2343,127,120.06
Cosmetics,SKU0066,Supplier A,Bangalore,Unknown,D2C,Rail,Route A,35.71,193,15,535.65,24.98,374.7,30.05,477,7,2024-02-02,2024-02-07,2024-02-14,7,0.0067,Pass,9,3785,193,380.96
Haircare,SKU0092,Supplier C,Ahmedabad,Unknown,D2C,Road,Route A,57.12,228,193,11024.16,38.3,7391.9,32.95,110,9,2024-05-21,2024-05-25,2024-06-03,9,0.0902,Pass,9,4150,228,149.2
Beauty,SKU0031,Supplier B,Ahmedabad,Unknown,B2C,Air,Route B,102.05,156,106,10817.3,56.06,5942.36,45.07,375,7,2024-02-10,2024-02-12,2024-02-19,7,0.0715,Pass,7,1696,156,412.24
Haircare,SKU0018,Supplier E,Mumbai,Non-binary,B2B,Road,Route B,43.95,454,152,6680.4,22.02,3347.04,49.9,67,1,2023-03-28,2023-03-31,2023-04-01,1,0.0559,Fail,13,580,454,384.62
Cosmetics,SKU0055,Supplier E,Hyderabad,Unknown,B2C,Rail,Route B,51.01,356,51,2601.51,29.85,1522.35,41.48,450,3,2024-04-06,2024-04-10,2024-04-13,3,0.0761,Fail,6,697,356,73.82
Haircare,SKU0023,Supplier D,Kolkata,Male,B2C,Road,Route B,93.14,1,0,0.0,41.21,0.0,0.0,198,22,2024-03-28,2024-03-30,2024-04-21,22,0.0155,Pass,7,4186,1,302.05
Cosmetics,SKU0036,Supplier E,Mumbai,Male,B2C,Road,Route C,65.94,438,166,10946.04,24.25,4025.5,63.22,386,20,2023-08-22,2023-08-23,2023-09-12,20,0.0452,Pass,18,4827,438,85.05
Beauty,SKU0087,Supplier C,Delhi,Non-binary,B2B,Air,Route C,44.25,219,7,309.75,24.99,174.93,43.53,115,24,2023-12-04,2023-12-07,2023-12-31,24,0.0503,Pass,12,4149,219,382.8
Cosmetics,SKU0099,Supplier C,Kolkata,Unknown,B2C,Road,Route B,68.46,112,90,6161.4,25.77,2319.3,62.36,460,13,2023-11-03,2023-11-06,2023-11-19,13,0.0049,Pass,16,4946,112,210.31
Cosmetics,SKU0030,Supplier B,Pune,Female,D2C,Rail,Route C,94.35,368,93,8774.55,32.74,3044.82,65.3,205,3,2023-08-21,2023-08-23,2023-08-26,3,0.0272,Fail,13,500,368,396.1
Skincare,SKU0041,Supplier C,Mumbai,Female,B2C,Rail,Route C,69.72,340,56,3904.32,43.42,2431.52,37.72,170,23,2023-07-12,2023-07-16,2023-08-08,23,0.0366,Fail,12,2510,340,263.62
Healthcare,SKU0074,Supplier C,Bangalore,Unknown,D2C,Sea,Route B,123.7,355,215,26595.5,80.13,17227.95,35.22,235,12,2023-05-12,2023-05-15,2023-05-27,12,0.0308,Pass,7,233,355,322.45
Beauty,SKU0088,Supplier D,Pune,Non-binary,D2C,Road,Route C,102.56,433,21,2153.76,46.0,966.0,55.15,395,9,2024-02-18,2024-02-23,2024-03-03,9,0.02,Pass,18,3017,433,140.39
Healthcare,SKU0043,Supplier B,Bangalore,Unknown,B2B,Rail,Route A,63.92,245,226,14445.92,44.05,9955.3,31.09,491,10,2024-02-05,2024-02-09,2024-02-19,10,0.0767,Pass,13,3341,245,413.52
Skincare,SKU0073,Supplier A,Hyderabad,Female,B2B,Air,Route A,112.78,454,138,15563.64,63.87,8814.06,43.37,195,4,2024-04-07,2024-04-10,2024-04-14,4,0.0138,Pass,11,2275,454,476.54
Cosmetics,SKU0024,Supplier D,Kolkata,Non-binary,B2B,Air,Route B,93.4,252,232,21668.8,56.28,13056.96,39.74,308,10,2023-07-23,2023-07-24,2023-08-03,10,0.045,Fail,8,3494,252,320.89
Cosmetics,SKU0008,Supplier A,Ahmedabad,Female,B2C,Rail,Route B,18.12,202,14,253.68,11.93,167.02,34.16,352,13,2024-01-13,2024-01-18,2024-01-31,13,0.0899,Pass,9,4085,202,451.51
Beauty,SKU0069,Supplier A,Bangalore,Unknown,B2B,Air,Route A,68.51,104,87,5960.37,32.01,2784.87,53.28,203,2,2024-03-04,2024-03-08,2024-03-10,2,0.0239,Pass,12,1188,104,117.4
Haircare,SKU0021,Supplier D,Ahmedabad,Unknown,B2C,Air,Route A,87.98,256,212,18651.76,37.15,7875.8,57.77,373,20,2023-11-14,2023-11-19,2023-12-09,20,0.0796,Pass,3,1409,256,199.4
Beauty,SKU0052,Supplier D,Mumbai,Unknown,B2C,Rail,Route C,45.48,279,269,12234.12,14.79,3978.51,67.48,400,4,2023-09-10,2023-09-15,2023-09-19,4,0.0246,Pass,18,3888,279,307.1
Healthcare,SKU0083,Supplier A,Chennai,Unknown,D2C,Air,Route B,41.71,25,1,41.71,27.12,27.12,34.98,124,16,2024-04-12,2024-04-15,2024-05-01,16,0.0261,Pass,13,1664,25,438.98
Beauty,SKU0059,Supplier B,Pune,Unknown,D2C,Road,Route A,105.65,185,53,5599.45,60.5,3206.5,42.74,436,7,2024-01-29,2024-01-31,2024-02-07,7,0.0297,Pass,12,4911,185,82.73
Beauty,SKU0086,Supplier C,Chennai,Unknown,D2C,Road,Route B,103.17,349,287,29609.79,58.26,16720.62,43.53,105,10,2023-03-10,2023-03-12,2023-03-22,10,0.0741,Fail,12,3301,349,324.52
Healthcare,SKU0053,Supplier A,Hyderabad,Female,D2C,Road,Route B,49.16,375,230,11306.8,20.7,4761.0,57.89,339,7,2024-04-06,2024-04-08,2024-04-15,7,0.0379,Pass,3,4535,375,433.07
Healthcare,SKU0049,Supplier A,Ahmedabad,Unknown,B2B,Road,Route B,84.04,355,167,14034.68,33.01,5512.67,60.72,199,13,2023-12-18,2023-12-22,2024-01-04,13,0.0099,Pass,12,398,355,148.22
Healthcare,SKU0086,Supplier B,Hyderabad,Male,B2B,Air,Route C,6.82,133,47,320.54,2.84,133.48,58.36,434,15,2024-04-20,2024-04-24,2024-05-09,15,0.0231,Fail,9,2137,133,449.08
Skincare,SKU0036,Supplier B,Ahmedabad,Male,B2B,Sea,Route A,67.01,336,191,12798.91,20.57,3928.87,69.3,430,26,2023-06-15,2023-06-17,2023-07-13,26,0.0787,Pass,17,1205,336,482.69
Cosmetics,SKU0010,Supplier D,Bangalore,Unknown,B2C,Air,Route A,6.6,201,151,996.6,3.47,523.97,47.42,138,24,2023-01-12,2023-01-15,2023-02-08,24,0.0161,Pass,4,3347,201,130.05
Healthcare,SKU0057,Supplier E,Delhi,Unknown,D2C,Sea,Route B,29.81,466,200,5962.0,19.12,3824.0,35.86,443,28,2023-02-18,2023-02-23,2023-03-23,28,0.0639,Pass,11,4895,466,497.55
Healthcare,SKU0007,Supplier E,Kolkata,Non-binary,B2B,Air,Route A,113.4,482,104,11793.6,47.82,4973.28,57.83,120,26,2024-01-22,2024-01-24,2024-02-19,26,0.0558,Pass,14,1404,482,128.39
Healthcare,SKU0002,Supplier D,Kolkata,Female,B2B,Air,Route C,30.46,389,161,4904.06,12.56,2022.16,58.77,356,9,2023-12-12,2023-12-14,2023-12-23,9,0.0287,Pass,7,4364,389,320.82
Beauty,SKU0066,Supplier A,Pune,Female,D2C,Air,Route C,83.88,441,13,1090.44,54.73,711.49,34.75,203,4,2023-04-21,2023-04-24,2023-04-28,4,0.0232,Pass,6,4641,441,179.26
Skincare,SKU0030,Supplier D,Mumbai,Non-binary,B2B,Road,Route B,12.23,203,50,611.5,3.74,187.0,69.42,176,8,2023-08-07,2023-08-08,2023-08-16,8,0.0157,Pass,12,1802,203,495.18
Haircare,SKU0028,Supplier A,Pune,Non-binary,D2C,Sea,Route A,56.48,294,276,15588.48,23.14,6386.64,59.03,453,1,2024-04-14,2024-04-16,2024-04-17,1,0.0599,Pass,11,4741,294,443.64
Healthcare,SKU0039,Supplier B,Pune,Non-binary,B2B,Sea,Route C,121.74,431,32,3895.68,52.74,1687.68,56.68,389,2,2024-05-26,2024-05-27,2024-05-29,2,0.041,Pass,3,4787,431,229.32
Skincare,SKU0023,Supplier B,Hyderabad,Non-binary,B2B,Rail,Route B,42.67,27,22,938.74,15.33,337.26,64.07,403,16,2023-11-22,2023-11-26,2023-12-12,16,0.0188,Pass,13,3967,27,75.69
Cosmetics,SKU0030,Supplier B,Kolkata,Non-binary,B2B,Rail,Route A,36.81,98,60,2208.6,23.09,1385.4,37.27,59,27,2023-01-22,2023-01-27,2023-02-23,27,0.0788,Pass,15,2856,98,420.92
Cosmetics,SKU0018,Supplier A,Kolkata,Female,B2B,Rail,Route A,19.47,478,19,369.93,6.86,130.34,64.77,181,16,2024-01-19,2024-01-23,2024-02-08,16,0.0477,Pass,5,1081,478,290.96
Healthcare,SKU0095,Supplier B,Ahmedabad,Non-binary,D2C,Road,Route C,74.92,457,289,21651.88,44.88,12970.32,40.1,291,11,2023-12-03,2023-12-05,2023-12-16,11,0.077,Pass,4,1667,457,415.0
Skincare,SKU0030,Supplier C,Kolkata,Female,D2C,Road,Route C,35.96,203,0,0.0,23.06,0.0,0.0,64,21,2023-12-06,2023-12-09,2023-12-30,21,0.029,Pass,10,3501,203,280.19
Beauty,SKU0067,Supplier B,Pune,Male,B2B,Rail,Route A,136.1,113,18,2449.8,77.33,1391.94,43.18,348,15,2023-11-26,2023-11-28,2023-12-13,15,0.0106,Fail,12,1477,113,485.61
Beauty,SKU0027,Supplier A,Bangalore,Female,B2B,Road,Route B,17.38,200,109,1894.42,7.37,803.33,57.59,494,19,2023-05-09,2023-05-10,2023-05-29,19,0.0837,Pass,16,2855,200,319.55
Skincare,SKU0093,Supplier C,Bangalore,Female,D2C,Air,Route B,37.88,367,144,5454.72,11.66,1679.04,69.22,368,19,2023-07-22,2023-07-24,2023-08-12,19,0.0781,Fail,18,3275,367,278.68
Haircare,SKU0082,Supplier E,Ahmedabad,Male,B2C,Rail,Route B,96.23,198,153,14723.19,65.74,10058.22,31.68,75,24,2023-07-26,2023-07-29,2023-08-22,24,0.0909,Fail,6,2170,198,155.27
Beauty,SKU0055,Supplier D,Ahmedabad,Female,B2C,Road,Route B,108.69,216,65,7064.85,74.26,4826.9,31.68,468,2,2024-06-01,2024-06-06,2024-06-08,2,0.0578,Fail,4,2603,216,242.38
Skincare,SKU0077,Supplier A,Chennai,Non-binary,B2C,Rail,Route B,46.31,111,65,3010.15,28.13,1828.45,39.26,205,6,2023-06-06,2023-06-11,2023-06-17,6,0.0191,Pass,3,2124,111,63.41
Skincare,SKU0072,Supplier C,Pune,Female,D2C,Rail,Route A,15.89,131,98,1557.22,10.72,1050.56,32.54,445,10,2024-05-07,2024-05-08,2024-05-18,10,0.0005,Pass,18,549,131,211.2
Beauty,SKU0002,Supplier B,Kolkata,Unknown,B2C,Rail,Route C,100.61,168,28,2817.08,60.6,1696.8,39.77,482,18,2024-05-27,2024-05-30,2024-06-17,18,0.0835,Fail,10,4381,168,453.31
Haircare,SKU0040,Supplier D,Ahmedabad,Male,B2C,Air,Route A,51.41,413,280,14394.8,16.2,4536.0,68.49,272,29,2023-03-14,2023-03-18,2023-04-16,29,0.02,Pass,14,4423,413,393.28
Skincare,SKU0066,Supplier C,Hyderabad,Unknown,B2C,Air,Route A,121.28,498,8,970.24,39.21,313.68,67.67,325,21,2024-05-15,2024-05-18,2024-06-08,21,0.007,Pass,17,3281,498,146.91
Skincare,SKU0081,Supplier A,Hyderabad,Unknown,D2C,Air,Route B,30.05,135,3,90.15,10.2,30.6,66.06,143,27,2023-01-29,2023-01-31,2023-02-27,27,0.0531,Pass,18,2360,135,470.48
Beauty,SKU0002,Supplier E,Bangalore,Unknown,D2C,Road,Route C,128.32,323,138,17708.16,58.12,8020.56,54.71,378,13,2023-04-30,2023-05-01,2023-05-14,13,0.0656,Fail,8,205,323,364.13
Beauty,SKU0055,Supplier D,Bangalore,Non-binary,D2C,Rail,Route C,18.56,475,274,5085.44,9.1,2493.4,50.97,491,24,2023-09-16,2023-09-19,2023-10-13,24,0.0948,Fail,4,3949,475,306.2
Healthcare,SKU0019,Supplier A,Hyderabad,Non-binary,B2B,Air,Route B,114.79,204,57,6543.03,65.34,3724.38,43.08,133,9,2023-10-03,2023-10-05,2023-10-14,9,0.0867,Fail,3,3060,204,82.58
Healthcare,SKU0100,Supplier A,Mumbai,Non-binary,D2C,Rail,Route A,132.92,445,140,18608.8,81.91,11467.4,38.38,258,27,2024-03-03,2024-03-08,2024-04-04,27,0.0973,Fail,10,1760,445,263.2
Beauty,SKU0091,Supplier C,Bangalore,Female,D2C,Road,Route B,123.81,15,13,1609.53,51.64,671.32,58.29,495,16,2023-05-18,2023-05-20,2023-06-05,16,0.0414,Fail,3,1921,15,480.19
Cosmetics,SKU0026,Supplier B,Bangalore,Non-binary,B2C,Rail,Route C,143.29,14,1,143.29,91.28,91.28,36.3,274,28,2023-03-02,2023-03-04,2023-04-01,28,0.0126,Pass,17,3370,14,432.69
Cosmetics,SKU0011,Supplier A,Bangalore,Male,B2C,Road,Route B,21.3,233,45,958.5,13.63,613.35,36.01,477,6,2023-10-28,2023-10-29,2023-11-04,6,0.0643,Fail,4,761,233,246.22
Healthcare,SKU0062,Supplier E,Delhi,Male,B2C,Road,Route C,82.81,327,280,23186.8,40.5,11340.0,51.09,182,14,2024-05-11,2024-05-12,2024-05-26,14,0.0326,Pass,10,371,327,243.25
Cosmetics,SKU0028,Supplier A,Mumbai,Non-binary,B2C,Rail,Route B,58.5,492,115,6727.5,23.16,2663.4,60.41,151,29,2024-06-18,2024-06-19,2024-07-18,29,0.0241,Fail,6,1845,492,121.83
Cosmetics,SKU0048,Supplier D,Hyderabad,Non-binary,D2C,Rail,Route B,63.65,337,66,4200.9,34.92,2304.72,45.14,268,10,2023-12-18,2023-12-21,2023-12-31,10,0.0346,Pass,13,1748,337,347.61
Cosmetics,SKU0043,Supplier A,Hyderabad,Unknown,D2C,Air,Route A,58.46,82,56,3273.76,30.01,1680.56,48.67,406,24,2023-04-13,2023-04-14,2023-05-08,24,0.0377,Fail,7,1766,82,95.57
Cosmetics,SKU0090,Supplier A,Chennai,Unknown,D2C,Rail,Route C,7.25,40,38,275.5,3.64,138.32,49.79,449,26,2023-09-12,2023-09-15,2023-10-11,26,0.0192,Fail,19,3721,40,158.61
Beauty,SKU0003,Supplier A,Hyderabad,Unknown,B2B,Rail,Route B,112.3,401,190,21337.0,60.81,11553.9,45.85,158,19,2024-01-04,2024-01-05,2024-01-24,19,0.0793,Pass,14,1745,401,84.34
Cosmetics,SKU0055,Supplier A,Hyderabad,Non-binary,D2C,Air,Route C,94.45,151,127,11995.15,50.47,6409.69,46.56,414,9,2024-05-02,2024-05-03,2024-05-12,9,0.0284,Fail,14,501,151,250.58
Beauty,SKU0017,Supplier E,Kolkata,Unknown,B2B,Rail,Route A,149.54,495,228,34095.12,80.2,18285.6,46.37,60,20,2024-05-24,2024-05-25,2024-06-14,20,0.0266,Pass,5,2775,495,340.72
Skincare,SKU0032,Supplier E,Delhi,Male,B2C,Road,Route A,118.83,13,0,0.0,77.39,0.0,0.0,438,17,2023-08-05,2023-08-07,2023-08-24,17,0.0487,Pass,11,4825,13,186.21
Haircare,SKU0029,Supplier D,Chennai,Female,D2C,Rail,Route A,72.21,143,32,2310.72,47.65,1524.8,34.01,235,2,2023-09-21,2023-09-25,2023-09-27,2,0.0247,Pass,17,3090,143,257.05
Haircare,SKU0083,Supplier B,Mumbai,Unknown,B2B,Air,Route B,103.18,269,220,22699.6,44.9,9878.0,56.48,121,24,2023-12-18,2023-12-22,2024-01-15,24,0.045,Fail,12,2502,269,273.9
